"<150>Jan 28 08:09:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:09:59 +0530] ""POST /RightsWeb/myrights/rest/getNewCardBranch?cd=1769567982182 HTTP/1.1"" 200 332 27 ""https://abc.example.com//myrights/c"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /Ess/assets/images/header_V2/logout.png HTTP/1.1"" 200 1285 8 ""https://abc.example.com//App"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/js/Modified/mdb.min.js HTTP/1.1"" 304 80 -"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/css/Modified/bootstrap.css HTTP/1.1"" 200 80 6512"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/js/Modified/bootstrap.js HTTP/1.1"" 200 80 29668"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/img/Modified/favicon.ico HTTP/1.1"" 200 80 1087"
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /performancemgmt/icomoon.73c58abc36a92508.ttf?aarfw8 HTTP/1.1"" 200 20680 11 ""https://abc.example.com//styles.81ce1559f0720602.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/icomoon.ed45c2d683996edb.ttf?9qxhkh HTTP/1.1"" 200 4408 10 ""https://abc.example.com//styles.81ce1559f0720602.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/icomoon.73c58abc36a92508.ttf?aarfw8 HTTP/1.1"" 200 20680 12 ""https://abc.example.com//styles.81ce1559f0720602.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /leader/assets/images/common/icon_worklist.png HTTP/1.1"" 200 1281 6 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /leader/assets/images/gamification-stone/visible-bigstone.png HTTP/1.1"" 200 19621 15 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /globalsrch/learner/all HTTP/1.1"" 200 1961 84 ""https://abc.example.com//globalSearch/ION"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /ievolve/extResources/js/widgets-jquery.js HTTP/1.1"" 200 33331 57 ""https://abc.example.com//course/intermediate/57410/252756324"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/sprite-img-6.png HTTP/1.1"" 200 212551 59 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /coursemr/learner/course/similar_courses/75176 HTTP/1.1"" 200 91 56 ""https://abc.example.com//coursedetails/75176"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /homepagetx/learner/viewQuarterlyTracker HTTP/1.1"" 200 159 54 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/course-details.module-LXV3BIJD.js HTTP/1.1"" 200 30124 55 ""https://abc.example.com//main-O3HFEFX7.js"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/img/Modified/personalized_username.svg HTTP/1.1"" 304 80 -"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /logout/js/jquery-latest.pack.js HTTP/1.1"" 200 80 89476"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/img/Modified/easyAuthMobile.svg HTTP/1.1"" 304 80 -"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /logout/css/ssopopup.css HTTP/1.1"" 200 80 19179"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/img/Modified/web_illustration.png HTTP/1.1"" 200 80 45003"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/js/Modified/socket/polyfill.js HTTP/1.1"" 200 80 4145"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/js/Modified/onLoad3.js HTTP/1.1"" 200 80 675"
"<182>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:08:10:01 +0530] ""GET /login/txt/termsOfUse.txt?_=1769568001655 HTTP/1.1"" 200 80 614"
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""POST /DataValidation/rest/home/appraisal-fiscal-years HTTP/1.1"" 200 161 79 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /home/Lato-Bold.2c00c297d3cdabf8.ttf HTTP/1.1"" 200 36193 16 ""https://abc.example.com//styles.a13d3ceb6128e5ac.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /performancemgmt/arrow_down.71b6086e053d2716.svg HTTP/1.1"" 200 304 10 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/Group%201627.svg HTTP/1.1"" 200 307 9 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /performancemgmt/LatoLatin-Bold.9d1bee7824203b19.woff HTTP/1.1"" 200 59630 22 ""https://abc.example.com//styles.81ce1559f0720602.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /ssom/rest/retainHomePageView HTTP/1.1"" 200 3372 345 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/Group%2075827.svg HTTP/1.1"" 200 694 5 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/Group%201627.svg HTTP/1.1"" 200 307 6 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /home/runtime.97d2c0afb811e70b.js HTTP/1.1"" 200 1472 16 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /PersonalDocs/getphoto HTTP/1.1"" 302 - 1 ""-"" ""curl/7.40.0-DEV"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /ScormEngineInterface/PlayerConfiguration.jsp?configuration=&preventRightClick=false&cc=en_US&cache=24.5.81.2b678e7&jwt=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJyZWRpcmVjdE9uRXhpdFVybCI6Imh0dHBzOi8vaWV2b2x2ZW5nLnVsdGltYXRpeC5uZXQvaWV2b2x2ZS9jb3Vyc2UvaW50ZXJtZWRpYXRlLzUzOTY1LzI1Mjc1NjM1OCIsInN1YiI6ImxhdW5jaCIsInBhY2thZ2UiOiJBcGlDb3Vyc2VJZHw2NTI2IVZlcnNpb25JZHwwIiwiY29uZmlndXJhdGlvbiI6IiIsInJlZ2lzdHJhdGlvbiI6IkFwaVJlZ2lzdHJhdGlvbklkfDI1Mjc1NjM1OC02NTI2IUluc3RhbmNlSWR8MCIsImV4cCI6MTc2OTU4OTU0OCwianRpIjoiNnU5TmxTZ2lUZEdkbEtTZnhDSU5nZyJ9.Jezfbsx-68k7zM99kJ0l1Z5pTeRnSfz7dA8uzbIIuG8&customExtData=%7BcourseData%3A%5B%7B%22courseId%22%3A53965%2C%22registrationId%22%3A252756358%2C%22contentId%22%3A13787%7D%5D%7D&ieCourseData=courseId%2153965%2CregistrationId%21252756358%2CcontentId%2113787&tracking=true&forceReview=false&player=modern HTTP/1.1"" 200 2751 55 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0;"
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /ievolve/chunk-PFBQZKET.js HTTP/1.1"" 200 148 50 ""https://abc.example.com//my-learnings.module-EUXKG2RD.js"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/css_sprites.png HTTP/1.1"" 200 67135 58 ""https://abc.example.com//index.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /commondata/common/applinks HTTP/1.1"" 200 201 102 ""https://abc.example.com//index.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 42 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/icn-no-trainings-big.png HTTP/1.1"" 200 5475 57 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:00 +0530] ""GET /ievolve/chunk-6COMKJ77.js HTTP/1.1"" 200 1127 61 ""https://abc.example.com//my-learnings.module-EUXKG2RD.js"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/sprite-img-8.png HTTP/1.1"" 200 208251 67 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/sprite-img-7.png HTTP/1.1"" 200 223432 65 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/assets/icn-no-mandatory.png HTTP/1.1"" 200 6028 44 ""https://abc.example.com//coursedetails/75176"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/chunk-6COMKJ77.js HTTP/1.1"" 200 1127 60 ""https://abc.example.com//my-learnings.module-EUXKG2RD.js"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/chunk-H4JTBJJV.js HTTP/1.1"" 200 371 44 ""https://abc.example.com//my-learnings.module-EUXKG2RD.js"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /competency/learner/getITalentCompData HTTP/1.1"" 200 396 113 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /leader/assets/images/gamification-stone/icon-lock-purple.png HTTP/1.1"" 200 1733 13 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /leader/assets/images/common/TCS_White_2024.png HTTP/1.1"" 200 197186 32 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /ievolve/chunk-5J6JRWZ4.js HTTP/1.1"" 200 55 49 ""https://abc.example.com//my-learnings.module-EUXKG2RD.js"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/deleteIcon.svg HTTP/1.1"" 200 1139 5 ""https://abc.example.com//"" ""Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /home/icomoon.4c0e4fbbd24d2031.ttf?sahfy0 HTTP/1.1"" 200 2196 15 ""https://abc.example.com//styles.a13d3ceb6128e5ac.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /home/ HTTP/1.1"" 200 1122 38 ""https://www.company.net/"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /GoalSetting/rest/evaluation/eval/save-ipf HTTP/1.1"" 302 - 1 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/Group%2075827.svg HTTP/1.1"" 302 - 1 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /home/styles.a13d3ceb6128e5ac.css HTTP/1.1"" 200 48652 39 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/Group%201627.svg HTTP/1.1"" 302 - 1 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/icn_attrinfo.svg HTTP/1.1"" 302 - 1 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/icn_rating.svg HTTP/1.1"" 302 - 1 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /performancemgmt/assets/i18n/en.json HTTP/1.1"" 200 17663 15 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /myallocdetails/rest/entry HTTP/1.1"" 200 55 42 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /myallocdetails/rest/getversion HTTP/1.1"" 200 55 22 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /myallocdetails/rest/getMyScheduledAlloc?param1=current&param2=1 HTTP/1.1"" 200 84 44 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /myallocdetails/assets/img/Alloction-logo.png HTTP/1.1"" 200 3912 33 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /runtime.af96bb0ca685532e.js HTTP/1.1"" 200 1535 26 ""https://abc.example.com/.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""GET /vendor.81e7fcb5c184ae90.js HTTP/1.1"" 200 285311 125 ""https://abc.example.com/.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 08:10:01 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:10:01 +0530] ""POST /ScormEngineInterface/lrs/activities/state?method=PUT HTTP/1.1"" 204 - 46 ""https://ievolvecontent.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
